Price,Adj Close,Close,High,Low,Open,Volume
Ticker,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
Date,,,,,,
2022-01-03 00:00:00+00:00,12.382773399353027,29.09000015258789,29.219999313354492,28.530000686645508,28.540000915527344,52704700
2022-01-04 00:00:00+00:00,12.429596900939941,29.200000762939453,29.399999618530273,28.90999984741211,29.15999984741211,51739200
2022-01-05 00:00:00+00:00,11.948589324951172,28.06999969482422,29.270000457763672,27.940000534057617,29.190000534057617,78459800
2022-01-06 00:00:00+00:00,11.940075874328613,28.049999237060547,28.649999618530273,27.84000015258789,28.290000915527344,61163100
2022-01-07 00:00:00+00:00,11.995414733886719,28.18000030517578,28.290000915527344,27.81999969482422,28.110000610351562,47507600
2022-01-10 00:00:00+00:00,11.923049926757812,28.010000228881836,28.239999771118164,27.719999313354492,27.989999771118164,37455200
2022-01-11 00:00:00+00:00,12.276358604431152,28.84000015258789,29.06999969482422,27.850000381469727,28.100000381469727,73623800
2022-01-12 00:00:00+00:00,12.650945663452148,29.719999313354492,29.90999984741211,28.950000762939453,28.950000762939453,81378200
2022-01-13 00:00:00+00:00,12.906349182128906,30.31999969482422,30.6299991607666,29.5,29.530000686645508,76717500
2022-01-14 00:00:00+00:00,13.387357711791992,31.450000762939453,31.600000381469727,30.239999771118164,30.280000686645508,96458800
2022-01-17 00:00:00+00:00,13.408641815185547,31.5,31.809999465942383,31.25,31.399999618530273,35675900
2022-01-18 00:00:00+00:00,13.468235969543457,31.639999389648438,31.979999542236328,30.969999313354492,31.559999465942383,78198800
2022-01-19 00:00:00+00:00,13.40438461303711,31.489999771118164,32.209999084472656,31.440000534057617,31.899999618530273,77480200
2022-01-20 00:00:00+00:00,13.502290725708008,31.719999313354492,32.0,31.110000610351562,31.5,85353100
2022-01-21 00:00:00+00:00,13.52357292175293,31.770000457763672,31.8799991607666,31.530000686645508,31.56999969482422,61345400
2022-01-24 00:00:00+00:00,13.600193977355957,31.950000762939453,32.25,31.040000915527344,31.690000534057617,79117100
2022-01-25 00:00:00+00:00,14.042892456054688,32.9900016784668,33.22999954223633,31.579999923706055,31.700000762939453,98358500
2022-01-26 00:00:00+00:00,14.417481422424316,33.869998931884766,34.27000045776367,33.29999923706055,33.29999923706055,98679900
2022-01-27 00:00:00+00:00,14.421741485595703,33.880001068115234,34.63999938964844,33.16999816894531,34.25,90631000
2022-01-28 00:00:00+00:00,13.85134220123291,32.540000915527344,34.349998474121094,32.220001220703125,33.79999923706055,117400500
2022-01-31 00:00:00+00:00,13.770462989807129,32.349998474121094,33.0,32.06999969482422,32.5,62450300
2022-02-01 00:00:00+00:00,14.047148704528809,33.0,33.31999969482422,31.950000762939453,32.349998474121094,57315200
2022-02-02 00:00:00+00:00,13.842827796936035,32.52000045776367,33.4900016784668,32.36000061035156,33.40999984741211,36271700
2022-02-03 00:00:00+00:00,13.651275634765625,32.06999969482422,32.91999816894531,31.6200008392334,32.349998474121094,51087800
2022-02-04 00:00:00+00:00,13.889650344848633,32.630001068115234,33.22999954223633,31.8799991607666,32.40999984741211,59346800
2022-02-07 00:00:00+00:00,13.68532943725586,32.150001525878906,32.779998779296875,32.130001068115234,32.54999923706055,48868100
2022-02-08 00:00:00+00:00,13.549113273620605,31.829999923706055,31.950000762939453,31.260000228881836,31.899999618530273,62590000
2022-02-09 00:00:00+00:00,13.600193977355957,31.950000762939453,32.689998626708984,31.649999618530273,31.739999771118164,50960500
2022-02-10 00:00:00+00:00,13.808772087097168,32.439998626708984,32.900001525878906,31.940000534057617,32.29999923706055,49534600
2022-02-11 00:00:00+00:00,14.370659828186035,33.7599983215332,33.90999984741211,32.630001068115234,32.77000045776367,88013400
2022-02-14 00:00:00+00:00,14.047148704528809,33.0,33.939998626708984,32.81999969482422,33.86000061035156,55687000
2022-02-15 00:00:00+00:00,13.825798034667969,32.47999954223633,32.68000030517578,31.889999389648438,32.65999984741211,65689000
2022-02-16 00:00:00+00:00,14.017351150512695,32.93000030517578,33.70000076293945,32.77000045776367,32.83000183105469,65811600
2022-02-17 00:00:00+00:00,13.962015151977539,32.79999923706055,33.290000915527344,32.54999923706055,32.849998474121094,43255200
2022-02-18 00:00:00+00:00,14.047148704528809,33.0,33.09000015258789,32.27000045776367,32.56999969482422,60304700
2022-02-21 00:00:00+00:00,14.408967018127441,33.849998474121094,34.0,33.0,33.04999923706055,51263800
2022-02-22 00:00:00+00:00,14.36214542388916,33.7400016784668,34.68000030517578,33.209999084472656,34.220001220703125,80206700
2022-02-23 00:00:00+00:00,14.566468238830566,34.220001220703125,34.599998474121094,33.79999923706055,34.18000030517578,86530100
2022-02-24 00:00:00+00:00,14.213162422180176,33.38999938964844,35.290000915527344,32.68000030517578,34.79999923706055,139674100
2022-02-25 00:00:00+00:00,14.472821235656738,34.0,34.0,32.900001525878906,33.45000076293945,86189100
2022-03-02 00:00:00+00:00,14.758020401000977,34.66999816894531,35.290000915527344,34.38999938964844,35.2599983215332,58071800
2022-03-03 00:00:00+00:00,14.574982643127441,34.2400016784668,34.93000030517578,34.15999984741211,34.81999969482422,69237400
2022-03-04 00:00:00+00:00,14.570722579956055,34.22999954223633,34.68000030517578,33.81999969482422,34.08000183105469,55418000
2022-03-07 00:00:00+00:00,13.536343574523926,31.799999237060547,34.599998474121094,31.6299991607666,34.5,110954100
2022-03-08 00:00:00+00:00,13.817285537719727,32.459999084472656,32.970001220703125,31.510000228881836,32.0,111633500
2022-03-09 00:00:00+00:00,13.859854698181152,32.560001373291016,32.81999969482422,31.739999771118164,32.599998474121094,87779300
2022-03-10 00:00:00+00:00,14.34511661529541,33.70000076293945,34.599998474121094,32.52000045776367,32.599998474121094,136437700
2022-03-11 00:00:00+00:00,13.830057144165039,32.4900016784668,34.380001068115234,32.06999969482422,33.90999984741211,92153700
2022-03-14 00:00:00+00:00,13.566141128540039,31.8700008392334,32.88999938964844,31.520000457763672,32.43000030517578,52274100
2022-03-15 00:00:00+00:00,13.238373756408691,31.100000381469727,31.540000915527344,30.469999313354492,31.139999389648438,66272000
2022-03-16 00:00:00+00:00,13.123441696166992,30.829999923706055,31.540000915527344,30.3700008392334,31.5,72034900
2022-03-17 00:00:00+00:00,12.774391174316406,30.010000228881836,31.399999618530273,29.5,31.25,178319300
2022-03-18 00:00:00+00:00,13.029794692993164,30.610000610351562,30.81999969482422,29.860000610351562,30.09000015258789,93097100
2022-03-21 00:00:00+00:00,13.519315719604492,31.760000228881836,32.09000015258789,30.639999389648438,30.90999984741211,67700800
2022-03-22 00:00:00+00:00,13.459720611572266,31.6200008392334,32.099998474121094,31.350000381469727,31.989999771118164,56128600
2022-03-23 00:00:00+00:00,13.642759323120117,32.04999923706055,32.470001220703125,31.690000534057617,31.93000030517578,52956100
2022-03-24 00:00:00+00:00,13.800259590148926,32.41999816894531,32.599998474121094,31.670000076293945,32.04999923706055,49402800
2022-03-25 00:00:00+00:00,13.749177932739258,32.29999923706055,32.54999923706055,31.920000076293945,32.150001525878906,51780100
2022-03-28 00:00:00+00:00,13.45120620727539,31.600000381469727,32.08000183105469,30.979999542236328,32.060001373291016,68610500
2022-03-29 00:00:00+00:00,13.749177932739258,32.29999923706055,32.7599983215332,31.920000076293945,32.130001068115234,93809000
2022-03-30 00:00:00+00:00,14.042892456054688,32.9900016784668,32.9900016784668,32.380001068115234,32.5,69648400
2022-03-31 00:00:00+00:00,14.238700866699219,33.45000076293945,33.56999969482422,32.5,32.56999969482422,94269500
2022-04-01 00:00:00+00:00,14.051403999328613,33.0099983215332,33.790000915527344,32.90999984741211,33.54999923706055,72545400
2022-04-04 00:00:00+00:00,13.919445991516113,32.70000076293945,32.900001525878906,32.25,32.900001525878906,56053000
2022-04-05 00:00:00+00:00,13.787487983703613,32.38999938964844,33.060001373291016,32.38999938964844,32.65999984741211,45847200
2022-04-06 00:00:00+00:00,13.774720191955566,32.36000061035156,32.779998779296875,32.040000915527344,32.599998474121094,56947100
2022-04-07 00:00:00+00:00,14.489847183227539,34.040000915527344,34.060001373291016,32.5,32.63999938964844,118469400
2022-04-08 00:00:00+00:00,14.562210083007812,34.209999084472656,34.40999984741211,33.849998474121094,34.06999969482422,60772700
2022-04-11 00:00:00+00:00,14.451536178588867,33.95000076293945,34.099998474121094,33.779998779296875,33.900001525878906,48125400
2022-04-12 00:00:00+00:00,14.408967018127441,33.849998474121094,34.68000030517578,33.79999923706055,34.400001525878906,68522800
